Wavelength Ref(90)     Ref(60)   Ref(45)     Ref(30)    TotErr(90)   TotErr(60)	 TotErr(45)  TotErr(30)
719.144    0.942358    0.707833  0.60847     0.585579    0.0248214    0.0232953  0.0226176    0.0224586
719.465    0.940746    0.662343  0.612372    0.593888    0.023647     0.0216138  0.0212283    0.0210839
719.785    0.929151    0.647627  0.59301     0.551225    0.0206657    0.0183166  0.017825     0.0174396
720.105    0.913679    0.6582    0.567895    0.546085    0.0241219    0.0224358  0.0218086    0.0216544
720.426    0.926914    0.675956  0.578974    0.557235    0.0281504    0.0267713  0.0262189    0.0260935
720.746    0.944416    0.689746  0.613783    0.59973     0.0217928    0.019896   0.0192941    0.0191807
721.066    0.928638    0.664724  0.591438    0.577063    0.0275782    0.0260355  0.0255906    0.0255024
721.386    0.939444    0.699618  0.594138    0.580129    0.0275053    0.0260693  0.025412     0.0253235
721.706    0.939766    0.680983  0.598147    0.596188    0.0263607    0.0246436  0.0240681    0.0240543
722.026    0.927049    0.673897  0.598869    0.581198    0.0282276    0.0266286  0.0261359    0.0260185
722.346    0.91331     0.67577   0.597704    0.579769    0.0238578    0.0219966  0.0213495    0.0211981
722.666    0.914506    0.655033  0.586012    0.570514    0.0262898    0.024481   0.0239769    0.0238623
722.986    0.93372     0.686514  0.583636    0.581482    0.0221005    0.020114   0.0192269    0.0192079
723.306    0.946074    0.692125  0.608169    0.594764    0.0236366    0.0217246  0.0210544    0.0209454
723.626    0.952495    0.694988  0.609566    0.60336     0.0258927    0.024066   0.0234286    0.0233816
723.946    0.934431    0.65429   0.604028    0.568829    0.0232156    0.0209623  0.0205319    0.020225
724.265    0.911176    0.635843  0.563473    0.551008    0.0191304    0.0166143  0.015887     0.0157583
724.585    0.912905    0.67783   0.578867    0.561303    0.0238052    0.0223064  0.0216444    0.0215248
724.904    0.907615    0.66417   0.589475    0.544845    0.0250157    0.0236263  0.0231833    0.0229146
725.224    0.952866    0.687955  0.603362    0.589346    0.0238209    0.0221944  0.0216493    0.0215576
725.543    0.937521    0.682715  0.59335     0.578272    0.0275653    0.0262309  0.0257465    0.0256639
725.863    0.930536    0.674919  0.585579    0.580652    0.0264654    0.0250641  0.0245554    0.0245271
726.182    0.925372    0.664984  0.587742    0.585367    0.0269384    0.025463   0.0250086    0.0249945
726.501    0.935538    0.671166  0.587276    0.593111    0.0354227    0.0342033  0.0338072    0.0338349
726.82     0.95314     0.662613  0.578344    0.580822    0.0223596    0.0201269  0.0194313    0.0194521
727.14     0.90493     0.638717  0.569866    0.548704    0.0246571    0.022963   0.0225041    0.0223611
727.459    0.92817     0.670964  0.567957    0.56177     0.0269215    0.0254997  0.0249076    0.0248716
727.778    0.919805    0.679969  0.581233    0.573062    0.0252269    0.0238548  0.0232665    0.0232171
728.097    0.946487    0.676897  0.592808    0.577677    0.0234287    0.0217053  0.021139     0.0210355
728.416    0.921148    0.658303  0.562462    0.550521    0.0265725    0.0251436  0.024602     0.0245336
728.734    0.911623    0.658311  0.564691    0.561062    0.0225047    0.0209419  0.020334     0.02031
729.053    0.93581     0.676505  0.586776    0.563136    0.0262713    0.0249579  0.0244871    0.0243615
729.372    0.934414    0.684881  0.591871    0.580335    0.0238683    0.022473   0.0219303    0.021862
729.691    0.893766    0.651361  0.549057    0.563205    0.0237795    0.0224754  0.0219018    0.021982
730.009    0.91008     0.651401  0.547727    0.552229    0.0258866    0.0247497  0.0242791    0.0242997
730.328    0.916588    0.660451  0.556141    0.550805    0.0253733    0.0242968  0.0238445    0.0238211
730.647    0.945581    0.677948  0.586788    0.571933    0.0300469    0.0291099  0.0287838    0.0287303
730.965    0.940992    0.680206  0.573362    0.560013    0.0258731    0.0247536  0.0242801    0.0242203
731.283    0.955584    0.680629  0.581577    0.568422    0.0283281    0.0271646  0.026733     0.0266752
731.602    0.944578    0.657535  0.57075     0.572201    0.0214971    0.0197782  0.0192282    0.0192375
731.92     0.936748    0.646773  0.570728    0.559491    0.0247967    0.0233299  0.0229297    0.02287
732.238    0.911526    0.651198  0.562351    0.546741    0.022858     0.0215044  0.0210225    0.0209367
732.557    0.920994    0.646629  0.565923    0.551373    0.0223515    0.0209644  0.0205386    0.0204608
732.875    0.925261    0.659215  0.567657    0.553835    0.0220891    0.0207401  0.0202551    0.0201809
733.193    0.909455    0.644778  0.545218    0.531264    0.0225275    0.0213545  0.0208962    0.0208312
733.511    0.92489     0.677836  0.580434    0.570941    0.0254141    0.0245239  0.024164     0.0241286
733.829    0.937173    0.67927   0.58347     0.569789    0.0241107    0.0231105  0.0227277    0.0226725
734.147    0.960256    0.709596  0.602412    0.58534     0.0250761    0.0240214  0.023556     0.0234811
734.465    0.948545    0.667128  0.579257    0.568461    0.0244163    0.0230429  0.0225969    0.0225415
734.782    0.909163    0.632946  0.543726    0.533816    0.0278952    0.0267251  0.026336     0.0262925
735.1      0.919892    0.66157   0.560885    0.542392    0.0251276    0.0239403  0.0234613    0.0233722
735.418    0.921711    0.664231  0.564065    0.558283    0.021337     0.019959   0.0193965    0.0193635
735.735    0.916927    0.644466  0.555891    0.555965    0.0208884    0.0194137  0.0189095    0.01891
736.053    0.936818    0.647109  0.579353    0.554335    0.0216384    0.0201061  0.0197305    0.01959
736.371    0.919253    0.658752  0.569914    0.558135    0.0254369    0.0242884  0.0238841    0.02383
736.688    0.921419    0.68634   0.570321    0.567708    0.0225234    0.0212791  0.0206374    0.0206228
737.005    0.953036    0.678626  0.586271    0.591984    0.025818     0.0243949  0.0238969    0.0239281
737.323    0.941651    0.657539  0.586297    0.562474    0.0279713    0.026474   0.0260851    0.0259538
737.64     0.944772    0.648935  0.560941    0.560548    0.0210313    0.0188414  0.0181391    0.0181359
737.957    0.909865    0.639106  0.558847    0.543611    0.0235215    0.0218765  0.0213646    0.021266
738.274    0.888214    0.645105  0.544692    0.530464    0.0244216    0.0232547  0.0227554    0.0226837
738.592    0.914277    0.683235  0.57673     0.570471    0.0224347    0.0213311  0.0208027    0.0207712
738.909    0.936959    0.698088  0.59234     0.566245    0.0237966    0.022697   0.0221928    0.0220666
739.226    0.962536    0.714191  0.606258    0.6012      0.033169     0.032214   0.0317901    0.03177
739.543    0.952477    0.656548  0.587001    0.585961    0.0276309    0.0260146  0.0256199    0.025614
739.86     0.937269    0.641608  0.56982     0.568498    0.0316254    0.0300836  0.0296972    0.02969
740.176    0.946729    0.656259  0.5708      0.565847    0.028937     0.0271271  0.0265712    0.0265386
740.493    0.946375    0.684353  0.593822    0.585414    0.0243701    0.0222229  0.021431     0.021356
740.81     0.958226    0.672999  0.599661    0.586373    0.0228846    0.0202856  0.0195617    0.0194276
741.127    0.907291    0.640816  0.56949     0.548589    0.022433     0.0200775  0.0193986    0.019195
741.443    0.920416    0.667663  0.574197    0.556991    0.0271612    0.025469   0.024814     0.0246915
741.76     0.902461    0.690198  0.579663    0.572464    0.0307045    0.0295784  0.0289747    0.0289349
742.076    0.943786    0.685008  0.590654    0.575609    0.0260734    0.0244532  0.0238351    0.0237351
742.393    0.929438    0.698822  0.604789    0.577499    0.0255147    0.0239342  0.023259     0.0230593
742.709    0.942269    0.68299   0.603516    0.587503    0.0272534    0.0253815  0.0247795    0.0246564
743.025    0.933701    0.678666  0.600229    0.601522    0.0298485    0.0280344  0.0274524    0.0274621
743.342    0.895967    0.653255  0.586856    0.580225    0.0244163    0.0223244  0.021717     0.0216554
743.658    0.913209    0.656618  0.576535    0.569452    0.0282865    0.0264554  0.0258573    0.0258038
743.974    0.91053     0.66403   0.582896    0.582814    0.0284943    0.0268241  0.0262512    0.0262506
744.29     0.90415     0.689619  0.612201    0.582887    0.0299178    0.0285939  0.0281008    0.0279118
744.606    0.932093    0.695324  0.618027    0.590506    0.0267234    0.0250075  0.0244213    0.0242091
744.922    0.926467    0.656874  0.590674    0.599973    0.0257388    0.0236569  0.0231171    0.0231937
745.238    0.9305      0.668835  0.60657     0.576553    0.0217889    0.0193576  0.0187326    0.0184237
745.554    0.93011     0.652295  0.621004    0.595057    0.0241571    0.0217665  0.0214805    0.0212405
745.87     0.918564    0.641865  0.584744    0.599753    0.0234525    0.020944   0.0203878    0.0205354
746.186    0.909998    0.663651  0.583828    0.559497    0.026797     0.0249726  0.0243521    0.0241598
746.501    0.936438    0.672095  0.592131    0.58748     0.0250489    0.0230932  0.0224681    0.0224312
746.817    0.934557    0.700257  0.617569    0.596573    0.0260827    0.0244576  0.0238577    0.023703
747.132    0.947651    0.702059  0.613334    0.603123    0.0268841    0.0250215  0.0243135    0.0242307
747.448    0.936982    0.692696  0.584096    0.600139    0.0316077    0.0298746  0.029071     0.0291911
747.763    0.909668    0.67744   0.590817    0.579835    0.035704     0.0342397  0.0336772    0.0336052
748.079    0.890017    0.628665  0.571026    0.552753    0.0262561    0.024126   0.0236305    0.0234712
748.394    0.895784    0.658025  0.568111    0.548024    0.0249514    0.0232012  0.0225039    0.0223451
748.71     0.899148    0.653214  0.572193    0.55784     0.0220616    0.0202666  0.0196394    0.0195261
749.025    0.88701     0.65227   0.558938    0.534909    0.0213706    0.0198442  0.0192037    0.0190353
749.34     0.908315    0.658118  0.579127    0.563142    0.0274523    0.0262567  0.0258677    0.0257883
749.655    0.927072    0.680916  0.575912    0.570092    0.0246075    0.023271   0.0226769    0.0226435
749.97     0.943697    0.689183  0.583707    0.576468    0.0232033    0.0216073  0.0209102    0.0208615
750.285    0.930475    0.633445  0.551605    0.550578    0.0291545    0.0276429  0.0272116    0.0272061
750.6      0.92495     0.645602  0.559592    0.543788    0.0215614    0.0196427  0.019013     0.018895
750.915    0.922792    0.640294  0.55276     0.530131    0.0255624    0.0240698  0.0235881    0.023462
751.23     0.934691    0.658389  0.575626    0.557633    0.026659     0.0252369  0.024795     0.0246979
751.545    0.927986    0.656058  0.549486    0.547219    0.0231416    0.0214145  0.0206983    0.0206828
751.859    0.941416    0.644459  0.582341    0.551214    0.0261902    0.0243607  0.0239604    0.0237572
752.174    0.939556    0.633161  0.55579     0.563192    0.0217684    0.0192699  0.0185859    0.0186525
752.489    0.903838    0.608256  0.540938    0.514508    0.0242532    0.022343   0.0218847    0.0217021
752.803    0.908644    0.637441  0.548272    0.541647    0.0323637    0.0312176  0.0308315    0.0308026
753.118    0.925899    0.658669  0.576295    0.541121    0.0284242    0.0271872  0.0267944    0.0266249
753.432    0.933122    0.654152  0.574963    0.558068    0.0277307    0.0263457  0.0259391    0.0258516
753.747    0.953819    0.655453  0.574169    0.570031    0.0260144    0.0242759  0.0237803    0.0237548
754.061    0.913264    0.629995  0.544625    0.536081    0.0308353    0.0295103  0.0290992    0.0290577
754.375    0.906548    0.621871  0.5496      0.523756    0.0241734    0.0226031  0.0221868    0.022036
754.689    0.922897    0.63386   0.551753    0.531749    0.0253455    0.0239182  0.023497     0.0233932
755.004    0.927951    0.658246  0.563864    0.530281    0.031628     0.0306103  0.030246     0.0301154
755.318    0.937031    0.639157  0.549021    0.541119    0.0238629    0.0223881  0.0219223    0.021881
755.632    0.905008    0.633599  0.545828    0.519245    0.0305924    0.0296423  0.0293285    0.0292327
755.946    0.934527    0.643072  0.544959    0.535995    0.027858     0.0267913  0.0264226    0.0263886
756.26     0.911146    0.646316  0.541001    0.533585    0.0248115    0.0237956  0.0233793    0.0233497
756.573    0.900352    0.630373  0.532909    0.51087     0.022344     0.0213174  0.0209344    0.0208469
756.887    0.914653    0.638653  0.542049    0.517937    0.0275461    0.0267512  0.0264674    0.026396
757.201    0.931257    0.664622  0.558346    0.537292    0.0240131    0.0231232  0.0227588    0.0226859
757.515    0.959122    0.657476  0.563116    0.55874     0.0284637    0.0274718  0.0271541    0.0271392
757.828    0.969226    0.627341  0.532972    0.550645    0.0297052    0.028447   0.0280898    0.028157
758.142    0.924029    0.56874   0.500937    0.503802    0.0244099    0.0227588  0.0224298    0.0224438
758.455    0.887826    0.563676  0.480934    0.482068    0.0243167    0.0229914  0.0226407    0.0226455
758.769    0.8925      0.615983  0.530047    0.505121    0.0221539    0.02105    0.0206949    0.0205908
759.082    0.910853    0.641552  0.550804    0.524408    0.02387      0.0229136  0.0225821    0.0224848
759.396    0.925257    0.626559  0.530973    0.518624    0.0260008    0.0250727  0.0247684    0.0247288
759.709    0.920689    0.624725  0.537175    0.523878    0.0232891    0.0222774  0.0219692    0.0219221
760.022    0.919256    0.628892  0.541034    0.521921    0.0260271    0.0251531  0.0248826    0.0248234
760.335    0.9525      0.656765  0.562838    0.53827     0.0251132    0.0241034  0.0237737    0.0236868
760.648    0.950163    0.633065  0.544782    0.547459    0.0210003    0.0195111  0.0190758    0.0190891
760.962    0.951624    0.621207  0.53988     0.533623    0.0272636    0.0258943  0.025546     0.025519
761.275    0.943863    0.597644  0.526916    0.529893    0.0242759    0.0224372  0.0220427    0.0220594
761.587    0.927992    0.596283  0.513871    0.523362    0.0250544    0.0232678  0.0228023    0.0228564
761.9      0.954791    0.61373   0.533845    0.539214    0.0210276    0.018765   0.0181944    0.0182333
762.213    0.902021    0.591538  0.511238    0.518488    0.0216247    0.0197624  0.0192515    0.0192982
762.526    0.914592    0.612439  0.526194    0.514022    0.0233863    0.0218475  0.0213879    0.0213223
762.839    0.918406    0.650771  0.536594    0.540334    0.0182996    0.0165458  0.0157383    0.0157654
763.151    0.903581    0.613207  0.527279    0.530232    0.0177811    0.0159093  0.0153116    0.0153326
763.464    0.899266    0.602415  0.524416    0.513489    0.0250021    0.0238127  0.0234902    0.0234446
763.776    0.898926    0.622314  0.518714    0.492764    0.0198889    0.0186617  0.0181808    0.0180584
764.089    0.896138    0.647398  0.5476      0.519811    0.0265669    0.0258219  0.0255168    0.0254312
764.401    0.917717    0.648869  0.553785    0.5391      0.0219649    0.0209279  0.0205486    0.0204894
764.714    0.917825    0.632119  0.549055    0.530031    0.0248262    0.02375    0.0234278    0.0233534
765.026    0.944751    0.623266  0.53385     0.54205     0.0291044    0.027934   0.0275997    0.0276305
765.338    0.948729    0.60147   0.522459    0.524878    0.0243987    0.0226696  0.0222575    0.0222702
765.65     0.964529    0.628632  0.54779     0.549865    0.0268589    0.0250834  0.0246369    0.0246485
765.962    0.931994    0.603944  0.515592    0.53269     0.0242418    0.0220847  0.0214668    0.0215877
766.275    0.930509    0.604524  0.507045    0.528805    0.0226726    0.0201538  0.019337     0.0195223
766.587    0.906319    0.590717  0.50878     0.524289    0.0218017    0.0191858  0.0184461    0.0185883
766.898    0.891567    0.585761  0.510592    0.515196    0.0222647    0.0199333  0.0193171    0.0193554
767.21     0.91063     0.613323  0.536613    0.518799    0.0207257    0.0184901  0.017868     0.0177204
767.522    0.869748    0.620604  0.521274    0.515801    0.0238429    0.0224973  0.0219379    0.0219066
767.834    0.895765    0.642101  0.536998    0.528056    0.0290378    0.0280314  0.0276036    0.0275669
768.146    0.925593    0.655804  0.551164    0.542554    0.027584     0.0264469  0.0259925    0.0259547
768.457    0.928023    0.651059  0.557429    0.535726    0.0262113    0.0248793  0.0244125    0.0243031
768.769    0.906395    0.630047  0.535989    0.530909    0.0259127    0.0244106  0.0238778    0.0238487
769.08     0.903339    0.592107  0.529626    0.51739     0.0226101    0.0205361  0.0200939    0.0200062
769.392    0.904749    0.591971  0.511907    0.510344    0.0222879    0.0203011  0.0197604    0.0197497
769.703    0.881929    0.59352   0.524534    0.500741    0.0206499    0.0188766  0.0184272    0.0182696
770.015    0.896011    0.609299  0.533087    0.501978    0.0193124    0.0175746  0.0170829    0.0168781
770.326    0.915889    0.640495  0.552182    0.535459    0.021827     0.0203895  0.0199065    0.0198138
770.637    0.934502    0.646012  0.553278    0.541436    0.0264415    0.0251316  0.0246957    0.0246395
770.948    0.959666    0.637967  0.561172    0.564376    0.0192526    0.0168731  0.0162536    0.0162799
771.26     0.929662    0.608205  0.528166    0.540044    0.0332565    0.0317432  0.031355     0.031413
771.571    0.927839    0.587364  0.507766    0.511942    0.0248878    0.0226188  0.0220547    0.0220847
771.882    0.936569    0.597668  0.538617    0.517581    0.024273     0.0219594  0.0215309    0.0213762
772.193    0.907559    0.611664  0.528948    0.529219    0.0256908    0.0238947  0.0233679    0.0233697
772.504    0.909773    0.627946  0.537382    0.536279    0.0211401    0.0189613  0.0182059    0.0181965
772.814    0.917584    0.629974  0.533913    0.539085    0.0279796    0.0262001  0.0255781    0.025612
773.125    0.911512    0.616794  0.552439    0.551205    0.0243296    0.0221381  0.02163      0.0216201
773.436    0.919176    0.617298  0.549695    0.528778    0.0239995    0.0216066  0.0210335    0.0208529
773.747    0.914054    0.623055  0.546222    0.529261    0.0288575    0.0268403  0.0262819    0.026157
774.057    0.925719    0.643784  0.540743    0.5386     0.0334716     0.0317094  0.0310404    0.0310263
774.368    0.939723    0.628735  0.531556    0.5485     0.0296102     0.0273705  0.0266321    0.0267623
774.678    0.925439    0.640852  0.575099    0.56873    0.0283995     0.0261544  0.0256077    0.0255541
774.989    0.908643    0.629268  0.574198    0.555443    0.0222982    0.0192369  0.0185741    0.0183428
775.299    0.903773    0.632233  0.567866    0.578282    0.0297095    0.0274272  0.0268577    0.0269507
775.609    0.903201    0.639697  0.543644    0.564357    0.0292591    0.0270074  0.0261385    0.0263283
775.919    0.872708    0.630644  0.566027    0.554554    0.0219982    0.0192366  0.0184296    0.0182826
776.23     0.898537    0.637165  0.552924    0.550756    0.0241291    0.0214967  0.0205766    0.0205523
776.54     0.916415    0.66423   0.585327    0.591613    0.0285859    0.0264121  0.0256942    0.0257521
776.85     0.900171    0.645443  0.584081    0.558326    0.0267525    0.0244331  0.0238407    0.0235876
777.16     0.913965    0.63047   0.559026    0.552208    0.0336851    0.0316899  0.031167     0.0311166
777.47     0.900742    0.615344  0.552961    0.546266    0.024504     0.0219188  0.0213119    0.0212458
777.78     0.891628    0.642795  0.543729    0.535283    0.0280959    0.0263906  0.0256802    0.0256188
778.089    0.892841    0.634985  0.53248     0.519747    0.0262158    0.0245227  0.0238162    0.023727
778.399    0.912504    0.658307  0.568854    0.552507    0.0254314    0.0237175  0.0230841    0.0229665
778.709    0.921862    0.652337  0.554078    0.535103    0.0251975    0.0232794  0.0225395    0.0223939
779.019    0.951088    0.645768  0.560886    0.55497     0.0265298    0.0242094  0.0235236    0.0234751
779.328    0.946093    0.629917  0.557985    0.548816    0.033711     0.0315962  0.031095     0.0310305
779.638    0.877504    0.573157  0.510372    0.517211    0.0260273    0.0233091  0.0227079    0.0227742
779.947    0.868342    0.572741  0.519471    0.510923    0.028302     0.0262033  0.025807     0.0257428
780.257    0.870332    0.614411  0.509059    0.514255    0.0335414    0.0323209  0.0318048    0.0318304
780.566    0.896926    0.640508  0.543923    0.528458    0.0336226    0.0325166  0.0320901    0.0320213
780.875    0.913392    0.623675  0.548488    0.525422    0.0294777    0.0280322  0.0276448    0.0275248
781.185    0.924902    0.621085  0.539928    0.521107    0.0296852    0.0280166  0.0275538    0.0274454
781.494    0.941698    0.607648  0.516005    0.523378    0.0227684    0.0201088  0.0193153    0.0193804
781.803    0.894267    0.590834  0.49501     0.528416    0.023824     0.0215095  0.020725     0.0210018
782.112    0.903751    0.588147  0.521693    0.527331    0.025128     0.0227224  0.0221827    0.022229
782.421    0.89974     0.60274   0.522589    0.499954    0.0259513    0.023805   0.0231918    0.0230157
782.73     0.904482    0.603522  0.525515    0.510182    0.0230982    0.0207284  0.0200685    0.0199363
783.039    0.907821    0.616179  0.55476     0.530673    0.0282301    0.0263804  0.025974     0.0258129
783.348    0.904752    0.620611  0.544482    0.55038     0.0315877    0.0298223  0.0293313    0.0293696
783.656    0.949915    0.630999  0.558706    0.543915    0.0242982    0.0211317  0.0203455    0.0201808
783.965    0.903366    0.573934  0.508305    0.516292    0.0274778    0.0245403  0.023912     0.0239894
784.274    0.899611    0.583991  0.519711    0.512373    0.0222461    0.0188335  0.0180597    0.0179692
784.582    0.904356    0.615039  0.545662    0.529469    0.0239165    0.0212529  0.020563     0.0203986
784.891    0.912267    0.641083  0.549515    0.549203    0.0247964    0.0225011  0.0216713    0.0216684
785.199    0.889261    0.618488  0.546315    0.541452    0.0287692    0.0267926  0.0262406    0.026203
785.508    0.921248    0.626916  0.568528    0.539163    0.0253578    0.0226728  0.0221015    0.0218084
785.816    0.907128    0.629286  0.530605    0.552418    0.0350554    0.0332098  0.0325291    0.0326807
786.124    0.922556    0.593192  0.55999     0.544641    0.0296699    0.0270418  0.0267626    0.0266325
786.432    0.866235    0.579745  0.525161    0.524405    0.0250614    0.0226725  0.0221882    0.0221815
786.741    0.898205    0.608278  0.534849    0.521331    0.0240171    0.0216748  0.0210402    0.0209213
787.049    0.925713    0.627207  0.543142    0.542256    0.0291416    0.0272341  0.0266723    0.0266663
787.357    0.87764     0.595398  0.521659    0.531218    0.0318939    0.0302654  0.0298253    0.0298827
787.665    0.868206    0.574786  0.512062    0.509199    0.0276471    0.0256932  0.0252559    0.0252358
787.973    0.899466    0.618027  0.52577     0.510884    0.0281411    0.0262676  0.0256237    0.0255183
788.281    0.939338    0.624284  0.552103    0.545757    0.0316796    0.0297008  0.0292286    0.0291867
788.588    0.905525    0.622078  0.530898    0.52143     0.0254557    0.0230145  0.0221721    0.0220828
788.896    0.915876    0.597756  0.534533    0.544726    0.029999     0.0273969  0.0268498    0.0269387
789.204    0.891727    0.569402  0.50652     0.521598    0.0346824    0.0322784  0.0317882    0.0319064
789.511    0.882016    0.599221  0.526295    0.519488    0.026378     0.0234439  0.0226257    0.0225478
789.819    0.886204    0.583125  0.540925    0.532875    0.0404811    0.0384784  0.0381912    0.0381362
790.126    0.900404    0.573896  0.529237    0.529417    0.0255403    0.0218937  0.0213465    0.0213488
790.434    0.894597    0.600891  0.540749    0.519421    0.0268672    0.0237473  0.0230565    0.0228064
790.741    0.925254    0.628446  0.579968    0.544154    0.0269552    0.0237575  0.0231934    0.0227676
791.049    0.884911    0.61205   0.534533    0.539212    0.0330979    0.0308254  0.0301486    0.0301899
791.356    0.912734    0.62686   0.565665    0.535817    0.0233137    0.0195732  0.0186753    0.0182214
791.663    0.932961    0.636929  0.571703    0.60686     0.028923     0.0255549  0.0247512    0.0251876
791.97     0.887059    0.607813  0.553576    0.556469    0.0296389    0.0266887  0.0260771    0.02611
792.277    0.970379    0.634893  0.590639    0.580842    0.0331493    0.0297656  0.0292901    0.0291838
792.584    0.886433    0.607957  0.529302    0.553283    0.0271135    0.0241336  0.0232228    0.0235042
792.891    0.830043    0.570088  0.502854    0.507997    0.028418     0.0264093  0.0258644    0.0259065
793.198    0.868492    0.592045  0.518465    0.506129    0.0253155    0.0232741  0.0226999    0.0226022
793.505    0.89355     0.601805  0.529725    0.516339    0.0211095    0.0186123  0.0179418    0.0178146
793.812    0.905516    0.608696  0.527788    0.517794    0.0275178    0.0255744  0.0250185    0.024949
794.119    0.903075    0.587536  0.517681    0.500665    0.0288544    0.0267635  0.0262782    0.0261586
794.425    0.928965    0.578995  0.503597    0.5121      0.0256831    0.0229282  0.0222902    0.022363
794.732    0.902979    0.589384  0.500119    0.523907    0.0294564    0.0271471  0.026453     0.0266397
795.038    0.988135    0.612916  0.545962    0.54585     0.0263022    0.0223572  0.0215775    0.0215762
795.345    0.94794     0.570596  0.499892    0.526826    0.0346118    0.0312187  0.030541     0.0308009
795.651    0.897004    0.548487  0.51057     0.523475    0.0306636    0.0266517  0.0261782    0.0263403
795.958    0.868629    0.570733  0.507743    0.533606    0.0309948    0.0275506  0.0267656    0.0270907
796.264    0.831773    0.577202  0.545812    0.560535    0.0276978    0.0246483  0.0242457    0.0244354
796.57     0.875246    0.595136  0.544879    0.527438    0.0368755    0.0346889  0.0342818    0.0341394
796.876    0.886862    0.610307  0.566236    0.560148    0.0301823    0.0276461  0.0272201    0.0271607
797.183    0.921041    0.630543  0.572395    0.564128    0.0319779    0.0293423  0.0287858    0.0287058
797.489    0.910748    0.609734  0.583433    0.5684      0.029991     0.026808   0.0265117    0.0263409
797.795    0.886631    0.601794  0.551179    0.549662    0.0328529    0.030084   0.0295649    0.0295492
798.101    0.897007    0.63891   0.591367    0.571096    0.0352572    0.0328853  0.0324295    0.0322332
798.406    0.901759    0.619128  0.564137    0.563313    0.0312845    0.0283725  0.0277705    0.0277614
798.712    0.887551    0.590066  0.571352    0.534982    0.0296156    0.0262646  0.0260394    0.025596
799.018    0.923161    0.592627  0.574453    0.580399    0.0261772    0.0214987  0.0212115    0.0213059
799.324    0.894913    0.612077  0.543241    0.561693    0.0302437    0.0268452  0.0259508    0.0261936
799.629    0.906525    0.626019  0.560187    0.559243    0.0305319    0.0271296  0.0262673    0.0262548
799.935    0.939321    0.640552  0.591938    0.577914    0.0264912    0.0221829  0.0213999    0.0211687
800.24     0.919249    0.648538  0.570271    0.587408    0.0327061    0.0296134  0.0286571    0.0288692
800.546    0.893828    0.665946  0.580756    0.547393    0.0264359    0.0232242  0.021903     0.0213633
800.851    0.947234    0.658509  0.60189     0.624084    0.0364522    0.0333018  0.0326484    0.0329061
801.157    0.893804    0.656348  0.60434     0.574542    0.0285326    0.0250679  0.024243     0.0237575
801.462    0.871226    0.60034   0.579047    0.567014    0.0286672    0.0245659  0.024214     0.0240129
801.767    0.892758    0.648971  0.591358    0.581391    0.03037      0.0268611  0.0259627    0.0258041
802.072    0.850783    0.608621  0.557829    0.557661    0.0313491    0.0282479  0.0275531    0.0275508
802.377    0.863352    0.635115  0.564403    0.595647    0.0336887    0.0311812  0.0303623    0.0307269
802.682    0.84183     0.651271  0.57875     0.565211    0.0316244    0.0295122  0.0286676    0.0285071
802.987    0.861597    0.599105  0.557889    0.554647    0.036313     0.0337505  0.0333302    0.033297
803.292    0.923589    0.616148  0.606781    0.599276    0.0282397    0.0237226  0.0235714    0.0234495
803.597    0.896871    0.626229  0.602727    0.57268     0.0290123    0.0250653  0.0246928    0.0242082
803.902    0.933291    0.652301  0.61518     0.584915    0.0386568    0.035653   0.0352371    0.0348943
804.207    0.838035    0.606888  0.585823    0.551741    0.0280727    0.024794   0.0244734    0.0239455
804.511    0.851369    0.581259  0.588328    0.573031    0.0272446    0.02338    0.0234893    0.0232523
804.816    0.854127    0.598105  0.55707     0.521518    0.033342     0.0306157  0.0301558    0.0297516
805.12     0.836051    0.590806  0.545456    0.534369    0.0265467    0.0236728  0.0231022    0.0229605
805.425    0.878822    0.584265  0.530643    0.491079    0.0262161    0.0231199  0.0225105    0.02205
805.729    0.899417    0.593955  0.549943    0.566554    0.0349307    0.0326135  0.0322659    0.0323976
806.034    0.926879    0.569271  0.563533    0.549612    0.0308813    0.0275491  0.0274924    0.0273542
806.338    0.890525    0.598945  0.5455      0.545043    0.0379256    0.0356001  0.0351572    0.0351534
806.642    0.907444    0.582203  0.528099    0.536583    0.0337114    0.0304894  0.0299198    0.0300098
806.946    0.872081    0.540742  0.528333    0.510322    0.0321421    0.0286955  0.0285584    0.0283581
807.251    0.906138    0.591558  0.521961    0.517173    0.0325795    0.0293631  0.0286026    0.0285496
807.555    0.931458    0.597815  0.54365     0.530738    0.0320105    0.028547   0.0279442    0.0277986
807.859    0.865841    0.585248  0.530545    0.530756    0.0430934    0.0410296  0.040615     0.0406166
808.162    0.903669    0.584031  0.523164    0.57061     0.0278629    0.024015   0.0232101    0.0238399
808.466    0.906504    0.581474  0.573207    0.54031     0.0305339    0.0267051  0.0266005    0.0261803
808.77     0.885305    0.599069  0.540297    0.540142    0.0290807    0.0253786  0.0245495    0.0245472
809.074    0.863332    0.581139  0.541645    0.528552    0.0329845    0.0296617  0.0291665    0.0290005
809.378    0.88252     0.613507  0.54496     0.558268    0.0360008    0.0330036  0.0321954    0.0323539
809.681    0.91127     0.601138  0.575521    0.592961    0.0280634    0.0232357  0.0227913    0.0230948
809.985    0.928435    0.634767  0.562558    0.601688    0.0297406    0.025545   0.0244032    0.0250284
810.288    0.876817    0.575384  0.543836    0.562326    0.0281018    0.0236315  0.0231137    0.0234185
