Wavelength Ref(90)     Ref(60)   Ref(45)     Ref(30)    TotErr(90)   TotErr(60)	 TotErr(45)  TotErr(30)
380.19     0.989805    0.780029  0.67188     0.64984     0.0150032    0.014669   0.0144936    0.0144576
380.555    0.994751    0.785612  0.680045    0.657842    0.0186095    0.018337   0.0181979    0.0181686
380.92     0.990329    0.782323  0.671748    0.65154     0.0174455    0.0171517  0.0169934    0.0169644
381.285    0.997711    0.78026   0.671785    0.654157    0.0177728    0.0174685  0.0173148    0.0172897
381.65     0.997033    0.775442  0.662556    0.647184    0.0202755    0.0200074  0.0198695    0.0198506
382.015    0.979887    0.770839  0.66922     0.637699    0.0202679    0.020017   0.0198939    0.0198555
382.38     0.987466    0.784362  0.673631    0.649914    0.0184869    0.0182169  0.018068     0.0180359
382.745    0.99414     0.778661  0.672732    0.652736    0.0180856    0.0177878  0.0176395    0.0176114
383.11     0.986234    0.777231  0.666918    0.644483    0.0182218    0.0179363  0.0177837    0.0177525
383.474    0.992995    0.771342  0.667577    0.644579    0.0171288    0.0168059  0.0166525    0.0166184
383.839    0.983898    0.769877  0.661335    0.646672    0.0181088    0.0178143  0.0176631    0.0176426
384.204    0.997725    0.77618   0.665269    0.648337    0.0180035    0.0176939  0.0175368    0.0175127
384.569    0.987201    0.773007  0.660971    0.645879    0.0151139    0.0147566  0.0145662    0.0145404
384.933    0.988205    0.776132  0.665001    0.647664    0.018472     0.0181825  0.018029     0.0180049
385.298    0.986549    0.774418  0.665888    0.648832    0.0166258    0.016299   0.0161292    0.0161024
385.663    0.996722    0.776592  0.674419    0.648493    0.0185711    0.0182667  0.0181237    0.0180872
386.027    0.98227     0.771193  0.660354    0.644811    0.0174108    0.0171033  0.0169395    0.0169165
386.392    0.983344    0.771216  0.661575    0.643281    0.0165703    0.0162474  0.016078     0.0160495
386.756    0.982857    0.772046  0.661681    0.644108    0.0188035    0.018525   0.0183775    0.0183539
387.121    0.986452    0.774343  0.664094    0.641       0.0200262    0.0197628  0.0196245    0.0195954
387.485    0.992029    0.768208  0.653711    0.639657    0.0191476    0.0188613  0.0187132    0.0186949
387.849    0.978809    0.761877  0.657785    0.63466     0.0171817    0.0168759  0.0167272    0.016694
388.214    0.993215    0.775872  0.669856    0.648786    0.0165174    0.0161894  0.016027     0.0159945
388.578    0.979312    0.778773  0.668222    0.647003    0.0187351    0.0184691  0.0183208    0.0182922
388.942    0.986925    0.774259  0.667472    0.647087    0.0206304    0.0203684  0.0202355    0.02021
389.307    0.984592    0.768122  0.659021    0.642323    0.0186126    0.0183193  0.0181697    0.0181467
389.671    0.984599    0.770269  0.654888    0.639861    0.0188309    0.0185406  0.0183824    0.0183617
390.035    0.983884    0.763869  0.657378    0.638628    0.0203082    0.0200352  0.0199017    0.0198781
390.399    0.984092    0.763278  0.662263    0.63643     0.0205941    0.0203237  0.0201988    0.0201668
390.763    0.983146    0.763117  0.660469    0.639101    0.0177054    0.0173945  0.0172476    0.0172169
391.127    0.977829    0.754191  0.650047    0.634962    0.0177128    0.0174017  0.0172549    0.0172336
391.492    0.980455    0.759336  0.653461    0.631787    0.0169486    0.0166337  0.0164808    0.0164493
391.856    0.984041    0.756662  0.656045    0.630019    0.0188827    0.0185976  0.01847     0.0184369
392.219    0.982256    0.756807  0.651579    0.628928    0.0189737    0.0186999  0.0185707    0.0185428
392.583    0.99579     0.775497  0.665919    0.644563    0.0198648    0.0196059  0.0194758    0.0194504
392.947    0.997146    0.776779  0.668817    0.653746    0.0189749    0.0186953  0.0185568    0.0185374
393.311    0.984063    0.775871  0.662362    0.643372    0.0165911    0.0162805  0.0161087    0.0160798
393.675    0.991015    0.774427  0.655914    0.635713    0.0194971    0.0192204  0.0190673    0.019041
394.039    0.976501    0.761874  0.659324    0.635544    0.0179319    0.0176318  0.0174866    0.0174528
394.403    0.990442    0.765878  0.659678    0.639915    0.0172222    0.0168924  0.0167342    0.0167046
394.766    0.995825    0.773631  0.665187    0.643552    0.0173567    0.0170288  0.0168664    0.0168339
395.13     0.98908     0.772105  0.657782    0.637146    0.0210739    0.0208106  0.0206706    0.0206452
395.494    0.980171    0.762137  0.654343    0.639296    0.0176073    0.0172906  0.0171319    0.0171097
395.857    0.987571    0.759467  0.65624     0.633062    0.0171174    0.0167767  0.0166202    0.0165849
396.221    0.973671    0.761155  0.657298    0.630756    0.0194095    0.0191331  0.0189965    0.0189615
396.584    0.986553    0.763861  0.652124    0.635908    0.01986      0.0195806  0.0194388    0.0194182
396.948    0.979988    0.757003  0.645775    0.629643    0.0181233    0.0178228  0.0176709    0.0176488
397.311    0.975388    0.746321  0.640564    0.625768    0.0189968    0.0187114  0.0185781    0.0185594
397.675    0.991302    0.75839   0.651754    0.634512    0.0187958    0.0185059  0.0183716    0.0183498
398.038    0.979049    0.759307  0.656665    0.632224    0.0187353    0.0184627  0.018334     0.0183032
398.401    0.991469    0.76886   0.663606    0.640607    0.017677     0.0173759  0.0172317    0.0172001
398.765    0.991762    0.77421   0.661546    0.639814    0.0180003    0.0177027  0.0175466    0.0175164
399.128    0.99445     0.770226  0.667176    0.641074    0.018716     0.0184123  0.018271     0.018235
399.491    0.982569    0.768205  0.660632    0.640092    0.0173747    0.0170574  0.0168959    0.0168649
399.854    0.980864    0.755264  0.651368    0.630479    0.0152452    0.0148603  0.0146796    0.014643
400.218    0.970364    0.746715  0.64849     0.625594    0.0180149    0.0176945  0.0175519    0.0175185
400.581    0.989781    0.76394   0.655512    0.637548    0.01624      0.0158726  0.0156932    0.0156632
400.944    0.98323     0.760512  0.652043    0.631521    0.018018     0.017693   0.0175326    0.0175021
401.307    0.990253    0.765895  0.656423    0.635711    0.0183179    0.0179849  0.0178202    0.0177889
401.67     0.984141    0.762981  0.651526    0.631568    0.0180661    0.0177351  0.0175659    0.0175354
402.033    0.978268    0.755937  0.653726    0.631949    0.01645      0.0160832  0.0159117    0.015875
402.396    0.983338    0.76085   0.649476    0.630995    0.0169037    0.0165461  0.0163642    0.0163338
402.759    0.979021    0.754863  0.645173    0.627678    0.0166843    0.0163195  0.0161379    0.0161088
403.122    0.984091    0.75389   0.646974    0.624964    0.0179333    0.0175859  0.0174221    0.0173882
403.485    0.989281    0.754144  0.645836    0.630276    0.0179811    0.0176282  0.0174632    0.0174394
403.847    0.981674    0.758419  0.64399     0.631321    0.0184263    0.0181036  0.017936     0.0179173
404.21     0.978308    0.760084  0.645539    0.626559    0.0183597    0.0180462  0.0178795    0.0178517
404.573    0.982827    0.759666  0.647938    0.633209    0.0178564    0.0175292  0.0173631    0.0173411
404.936    0.973237    0.754633  0.642332    0.622407    0.0166246    0.0162862  0.0161097    0.0160781
405.298    0.983777    0.763367  0.650134    0.638113    0.0178987    0.017574   0.0174048    0.0173868
405.661    0.99546     0.764743  0.659558    0.638385    0.0176741    0.0173193  0.0171551    0.0171219
406.023    0.980401    0.762063  0.66047     0.637938    0.017356     0.0170061  0.0168408    0.0168039
406.386    0.97699     0.757101  0.64843     0.6324      0.0178874    0.0175441  0.0173719    0.0173463
406.749    0.982956    0.760503  0.647589    0.630564    0.0192066    0.0188777  0.0187086    0.0186829
407.111    0.985524    0.752575  0.651428    0.635413    0.0178968    0.0175228  0.0173578    0.0173316
407.473    0.973404    0.744702  0.63689     0.624519    0.0191576    0.0188246  0.0186656    0.0186472
407.836    0.986564    0.752162  0.642854    0.626636    0.0180881    0.0177322  0.0175638    0.0175387
408.198    0.988189    0.751094  0.646369    0.631744    0.0172799    0.0169044  0.0167359    0.0167122
408.561    0.983388    0.760997  0.648329    0.636166    0.0168959    0.0165356  0.01635      0.0163299
408.923    0.97841     0.744669  0.638448    0.624922    0.0180047    0.0176522  0.0174897    0.0174689
409.285    0.968097    0.74921   0.641775    0.620287    0.0211886    0.0209097  0.0207715    0.0207438
409.647    0.992832    0.765661  0.650429    0.636616    0.0193704    0.0190439  0.0188761    0.0188559
410.009    0.987689    0.758303  0.651896    0.643598    0.0186793    0.0183307  0.0181667    0.0181539
410.372    0.988926    0.756735  0.646891    0.628124    0.0189945    0.0186477  0.0184813    0.0184527
410.734    0.982487    0.751671  0.648067    0.625291    0.0197445    0.0194097  0.0192575    0.0192239
411.096    0.975897    0.756808  0.645087    0.629652    0.0197099    0.0193921  0.019228     0.0192052
411.458    0.983712    0.751284  0.63768     0.625882    0.019762     0.0194252  0.0192585    0.0192411
411.82     0.988425    0.749601  0.63812     0.625329    0.0168301    0.016428   0.0162368    0.0162148
412.182    0.969307    0.740845  0.642352    0.619382    0.0174739    0.0171113  0.0169527    0.0169154
412.544    0.977978    0.747462  0.646149    0.62333     0.0176425    0.0172774  0.0171144    0.0170775
412.906    0.995827    0.757626  0.641449    0.627543    0.0192469    0.0189016  0.0187309    0.0187103
413.267    0.9849      0.752009  0.647144    0.622255    0.0197917    0.019465   0.019316     0.0192805
413.629    0.992751    0.751868  0.642648    0.634801    0.0163146    0.0158942  0.0156999    0.0156858
413.991    0.99052     0.750712  0.646433    0.62872     0.0182464    0.017869   0.0177025    0.017674
414.353    0.985523    0.757495  0.644492    0.632135    0.0184244    0.0180684  0.0178893    0.0178696
414.714    0.986934    0.754534  0.651558    0.637466    0.0188063    0.0184415  0.0182775    0.0182549
415.076    0.98853     0.754205  0.643823    0.627245    0.0182401    0.0178631  0.0176826    0.0176554
415.438    0.987484    0.747791  0.644498    0.628989    0.017358     0.016953   0.0167754    0.0167486
415.799    0.981062    0.747478  0.641615    0.621221    0.0190959    0.018742   0.0185794    0.018548
416.161    0.981021    0.758879  0.642239    0.630702    0.0183478    0.0179906  0.0178002    0.0177813
416.522    0.981903    0.753123  0.645916    0.634771    0.0184603    0.01809    0.0179138    0.0178954
416.884    0.976988    0.742977  0.639416    0.626596    0.0157427    0.0152965  0.0150947    0.0150696
417.245    0.989084    0.753385  0.645486    0.623848    0.018909     0.018535   0.0183613    0.0183262
417.607    0.981456    0.750062  0.644041    0.617101    0.0190192    0.0186555  0.0184865    0.0184433
417.968    0.982033    0.745667  0.641567    0.623168    0.0172792    0.0168662  0.0166811    0.0166482
418.329    0.979603    0.742503  0.636538    0.617214    0.0174606    0.0170567  0.016873     0.0168393
418.691    0.979873    0.743479  0.639254    0.619836    0.019344     0.0189806  0.0188181    0.0187877
419.052    0.977977    0.746845  0.644849    0.622426    0.0178078    0.0174225  0.0172497    0.0172115
419.413    0.994113    0.741674  0.637696    0.615122    0.0175285    0.0171023  0.0169236    0.0168845
419.774    0.979861    0.739837  0.63495     0.618183    0.0199533    0.0196032  0.0194482    0.0194233
420.135    0.978062    0.731917  0.632249    0.615091    0.0188941    0.018529   0.0183791    0.0183532
420.497    0.973051    0.73157   0.626523    0.606479    0.0185257    0.0181722  0.0180162    0.0179863
420.858    0.983741    0.737467  0.631864    0.618157    0.0184025    0.0180495  0.017896     0.017876
421.219    0.993248    0.750224  0.648557    0.621782    0.0158737    0.0154707  0.015299     0.0152534
421.58     0.985802    0.757528  0.645721    0.628429    0.0188931    0.0185712  0.0184115    0.0183867
421.941    0.981743    0.750911  0.640297    0.628375    0.0182111    0.0178648  0.0176964    0.0176781
422.302    0.998297    0.741993  0.640107    0.62791     0.017074     0.0166453  0.0164718    0.0164509
422.662    0.981337    0.756977  0.645564    0.631094    0.0175104    0.0171415  0.0169552    0.0169309
423.023    0.981556    0.745389  0.639074    0.6263      0.018481     0.0181092  0.0179393    0.0179188
423.384    0.981198    0.743549  0.640289    0.622444    0.0188252    0.018455   0.0182919    0.0182635
423.745    0.976201    0.736399  0.637746    0.616005    0.0185506    0.018174   0.0180168    0.017982
424.106    0.984753    0.743742  0.62862     0.614933    0.0185156    0.0181363  0.0179523    0.0179303
424.466    0.981619    0.745462  0.631316    0.621189    0.0190231    0.0186676  0.0184933    0.0184778
424.827    0.975502    0.745251  0.640271    0.62121     0.018004     0.0176315  0.017459     0.0174275
425.187    0.988967    0.752569  0.654782    0.626827    0.0183368    0.0179464  0.0177824    0.0177353
425.548    0.984835    0.750772  0.648622    0.633389    0.0161034    0.0156507  0.015449     0.0154187
425.909    0.983712    0.736089  0.638564    0.624439    0.0173092    0.0168613  0.0166816    0.0166554
426.269    0.972759    0.736186  0.628697    0.611327    0.0187571    0.0183684  0.0181891    0.0181599
426.63     0.98314     0.731438  0.628711    0.61346     0.0186444    0.0182312  0.0180598    0.0180342
426.99     0.980962    0.732872  0.631094    0.615054    0.0151248    0.0146319  0.0144248    0.0143919
427.35     0.974546    0.743198  0.631185    0.612808    0.0183275    0.0179473  0.0177603    0.0177294
427.711    0.97462     0.735049  0.633659    0.616437    0.0206569    0.0203087  0.0201595    0.0201341
428.071    0.972809    0.732534  0.622444    0.609389    0.0170079    0.01659    0.0163949    0.0163717
428.431    0.959899    0.712004  0.619493    0.597688    0.0174656    0.0170594  0.0169053    0.0168688
428.792    0.973578    0.718879  0.616207    0.60257     0.0153705    0.0149244  0.0147408    0.0147162
429.152    0.977075    0.725558  0.626048    0.606065    0.0182196    0.0178714  0.0177317    0.0177035
429.512    0.994188    0.738456  0.630623    0.614138    0.0164979    0.0161107  0.0159446    0.0159191
429.872    0.982041    0.746621  0.636123    0.617169    0.0203539    0.0200649  0.0199279    0.0199043
430.232    0.977033    0.748016  0.635102    0.618006    0.017114     0.016772   0.0166007    0.0165747
430.592    0.995145    0.760142  0.650588    0.636308    0.0181779    0.0178279  0.0176624    0.0176407
430.952    0.991971    0.75284   0.651966    0.635001    0.0175244    0.0171321  0.0169638    0.0169354
431.312    0.981263    0.744898  0.637904    0.627515    0.0166655    0.0162388  0.0160419    0.0160226
431.672    0.985746    0.745206  0.635953    0.622224    0.0156006    0.0151162  0.014891     0.0148625
432.032    0.980779    0.735148  0.63192     0.62028     0.0192578    0.0188584  0.018688     0.0186687
432.392    0.978258    0.733931  0.632938    0.610586    0.0193127    0.0189225  0.0187588    0.0187224
432.752    0.96503     0.705894  0.599249    0.58517     0.0172262    0.0168021  0.0166245    0.0166009
433.111    0.97832     0.720903  0.620833    0.602858    0.0172587    0.016863   0.0167067    0.0166785
433.471    0.990759    0.749391  0.638026    0.624036    0.0189677    0.0186274  0.0184682    0.0184481
433.831    1.0055      0.776339  0.66254     0.644852    0.0193039    0.0189603  0.0187874    0.0187604
434.19     0.98366     0.734041  0.631506    0.619148    0.0167789    0.0163434  0.0161611    0.016139
434.55     0.986639    0.729839  0.624864    0.607968    0.0175871    0.0171616  0.0169845    0.0169559
434.91     0.986622    0.741547  0.635417    0.623537    0.0205989    0.020244   0.0200884    0.0200709
435.269    0.974839    0.726977  0.632744    0.614036    0.0183219    0.0179245  0.017771     0.0177404
435.629    0.982869    0.73211   0.627721    0.609222    0.016862     0.0164283  0.0162444    0.0162116
435.988    0.986517    0.735568  0.63476     0.61374     0.0153088    0.0148328  0.0146373    0.0145962
436.348    0.986753    0.748639  0.636777    0.6197      0.0187308    0.0183594  0.0181822    0.018155
436.707    0.986169    0.7428    0.638675    0.623346    0.0183004    0.0178971  0.0177218    0.0176958
437.066    0.978201    0.731074  0.627936    0.611843    0.0174332    0.0170018  0.0168184    0.0167896
437.426    0.978914    0.731177  0.622898    0.611805    0.0198934    0.0195193  0.0193536    0.0193365
437.785    0.980246    0.730219  0.623383    0.605727    0.019893     0.0195203  0.0193589    0.0193321
438.144    0.982705    0.731547  0.630199    0.612117    0.018518     0.0181167  0.0179522    0.0179227
438.503    0.98949     0.736164  0.628532    0.617173    0.0173762    0.0169357  0.0167451    0.0167248
438.862    0.986379    0.734598  0.629218    0.622466    0.0188039    0.0183974  0.0182246    0.0182134
439.222    0.981104    0.735426  0.629758    0.614448    0.0165132    0.0160557  0.0158549    0.0158256
439.581    0.983886    0.734041  0.63415     0.618735    0.0173377    0.0168869  0.0167032    0.0166747
439.94     0.984503    0.729207  0.621701    0.611968    0.0182215    0.0177867  0.0176004    0.0175835
440.299    0.970154    0.710399  0.608194    0.589477    0.0172004    0.0167633  0.0165882    0.0165559
440.658    0.95936     0.707285  0.609465    0.591199    0.0179931    0.0176157  0.017467     0.0174391
441.017    0.97224     0.727591  0.62188     0.602081    0.0186551    0.018305   0.0181516    0.0181228
441.376    0.985017    0.743113  0.636479    0.620598    0.019533     0.0191969  0.0190468    0.0190244
441.734    0.987734    0.749913  0.633813    0.620494    0.0198845    0.0195512  0.0193864    0.0193674
442.093    0.970735    0.72344   0.628234    0.607001    0.0169137    0.0165024  0.0163412    0.0163051
442.452    0.97354     0.718052  0.615544    0.597945    0.0174149    0.0170076  0.0168414    0.0168127
442.811    0.979593    0.722876  0.617501    0.603165    0.0180079    0.0176187  0.0174564    0.0174342
443.169    0.983773    0.734178  0.624422    0.607027    0.0169191    0.0165134  0.0163318    0.0163028
443.528    0.99368     0.741391  0.640087    0.623957    0.0182894    0.0178993  0.0177403    0.0177148
443.887    0.979125    0.732528  0.626745    0.612112    0.0160006    0.0155598  0.0153668    0.0153399
444.245    0.974101    0.726379  0.62394     0.609669    0.0183295    0.017944   0.0177821    0.0177595
444.604    0.980311    0.735989  0.632831    0.620054    0.0167852    0.016358   0.0161742    0.0161513
444.962    0.982228    0.733885  0.632242    0.613438    0.019447     0.0190683  0.018911     0.0188818
445.321    0.972233    0.724195  0.616702    0.60887     0.0189918    0.0186056  0.0184357    0.0184232
445.679    0.97108     0.722879  0.610812    0.600467    0.0157052    0.0152395  0.0150246    0.0150046
446.038    0.979923    0.72687   0.62334     0.608362    0.0185546    0.0181581  0.0179933    0.0179693
446.396    0.976809    0.735488  0.630484    0.611912    0.0185822    0.0181972  0.0180272    0.0179969
446.754    0.976145    0.728526  0.625208    0.610004    0.0162685    0.0158017  0.0156028    0.0155733
447.112    0.980475    0.729334  0.63079     0.616962    0.0181783    0.0177534  0.0175838    0.0175599
447.471    0.9855      0.732164  0.629509    0.613531    0.0164306    0.0159459  0.0157453    0.0157139
447.829    0.974185    0.721909  0.61832     0.605666    0.0167586    0.0162816  0.0160817    0.0160571
448.187    0.979274    0.720173  0.617341    0.609232    0.0171618    0.0166871  0.0164949    0.0164796
448.545    0.977533    0.725878  0.621663    0.609247    0.0173662    0.0169122  0.0167206    0.0166976
448.903    0.980963    0.733931  0.629288    0.610343    0.0167027    0.0162371  0.0160358    0.0159991
449.261    0.985177    0.731373  0.623037    0.613117    0.0187993    0.0183731  0.0181881    0.018171
449.619    0.979582    0.732208  0.626633    0.608978    0.0180244    0.017584   0.0173927    0.0173605
449.977    0.976758    0.728939  0.623251    0.613904    0.0187537    0.0183282  0.0181437    0.0181273
450.335    0.979444    0.729313  0.629033    0.611762    0.0182424    0.017791  0.0176068     0.0175748
450.693    0.979643    0.723132  0.621572    0.614848    0.0180813    0.0176096  0.0174193    0.0174066
451.051    0.983585    0.731954  0.627426    0.607107    0.0174675    0.0169851  0.0167807    0.0167406
451.409    0.973119    0.720915  0.611197    0.598283    0.0176372    0.0171616  0.0169505    0.0169255
451.766    0.990096    0.739652  0.634106    0.614371    0.0191364    0.0186954  0.0185064    0.0184709
452.124    0.993206    0.740799  0.625832    0.612028    0.0177786    0.0172883  0.0170603    0.0170327
452.482    0.975288    0.726458  0.622833    0.610624    0.0189098    0.0184494  0.0182542    0.018231
452.839    0.973518    0.724148  0.623808    0.607629    0.0187791    0.0183082  0.0181153    0.018084
453.197    0.983629    0.727829  0.624001    0.614491    0.0178236    0.0173012  0.0170846    0.0170646
453.555    0.974226    0.729018  0.622416    0.610448    0.018118     0.0176242  0.0174051    0.0173804
453.912    0.993156    0.735911  0.622304    0.614828    0.0186961    0.0181884  0.0179596    0.0179444
454.27     0.96914     0.712155  0.601695    0.592169    0.0174762    0.0169564  0.016728     0.0167081
454.627    0.990728    0.726946  0.625255    0.602335    0.0188161    0.0183293  0.0181382    0.0180948
454.984    0.982055    0.721566  0.618966    0.606261    0.0171837    0.0166616  0.0164514    0.0164252
455.342    0.992088    0.741172  0.635751    0.622279    0.0194941    0.0190395  0.0188452    0.0188203
455.699    0.97213     0.725112  0.624472    0.605735    0.0188385    0.018367   0.0181714    0.0181348
456.056    0.983345    0.720524  0.627052    0.606144    0.0183298    0.0178115  0.0176234    0.0175811
456.414    0.966943    0.711656  0.604859    0.600862    0.0178974    0.0173952  0.0171807    0.0171726
456.771    0.978926    0.717818  0.615135    0.597509    0.0193909    0.0189275  0.0187421    0.0187101
457.128    0.97881     0.720946  0.621018    0.607391    0.019972     0.019534   0.0193616    0.019338
457.485    0.972413    0.720157  0.61337     0.594624    0.0202818    0.0198691  0.0196917    0.0196605
457.842    0.972674    0.721829  0.616245    0.607986    0.0194155    0.0189812  0.0187954    0.0187808
458.199    0.977607    0.720077  0.619388    0.60295     0.0201506    0.0197195  0.0195484    0.0195203
458.556    0.979624    0.721445  0.618486    0.601398    0.0179469    0.0174695  0.0172754    0.017243
458.913    0.981874    0.714895  0.617516    0.605334    0.0194021    0.0189433  0.0187732    0.0187518
459.27     0.989036    0.721382  0.619914    0.604787    0.0204914    0.0200637  0.0198991    0.0198745
459.627    0.982026    0.72762   0.626995    0.608309    0.018075     0.0176041  0.0174143    0.0173789
459.984    0.971116    0.709278  0.613559    0.598514    0.0202339    0.0198055  0.0196465    0.0196214
460.341    0.989706    0.715645  0.622491    0.600162    0.016899     0.0163564  0.0161679    0.0161223
460.697    0.996334    0.734723  0.630418    0.612561    0.0182326    0.0177438  0.0175452    0.0175109
461.054    0.992015    0.748879  0.633776    0.625908    0.0185114    0.0180425  0.0178162    0.0178007
461.411    0.982803    0.736883  0.630316    0.614521    0.0183417    0.0178414  0.0176202    0.0175872
461.767    0.977302    0.720959  0.624469    0.612632    0.0174716    0.0169092  0.0166926    0.0166659
462.124    0.979029    0.722059  0.612424    0.605938    0.0181687    0.0176206  0.0173815    0.0173672
462.481    0.974663    0.712781  0.606488    0.600557    0.0176373    0.0170792  0.0168474    0.0168344
462.837    0.968365    0.709305  0.608448    0.598511    0.0188788    0.0183782  0.0181796    0.0181599
463.194    0.974959    0.718946  0.610094    0.59483     0.0193945    0.0189349  0.018736     0.018708
463.55     0.973333    0.720964  0.618454    0.602023    0.016881     0.0163528  0.0161334    0.0160979
463.907    0.962862    0.70036   0.606084    0.587377    0.0196652    0.0192177  0.0190544    0.0190218
464.263    0.974095    0.712745  0.613273    0.595377    0.0173585    0.0168665  0.0166754    0.0166408
464.619    0.979614    0.709696  0.604107    0.591234    0.0167581    0.0162471  0.0160427    0.0160176
464.976    0.974202    0.708308  0.606229    0.591791    0.0185643    0.0181279  0.0179575    0.0179333
465.332    0.985785    0.730243  0.615266    0.608406    0.017515     0.0170728  0.01687      0.0168578
465.688    0.983557    0.734391  0.627719    0.611071    0.0186596    0.0182406  0.0180583    0.0180297
466.044    0.97886     0.748295  0.64222     0.623192    0.0195522    0.019152   0.0189651    0.0189314
466.4      0.993825    0.735361  0.63737     0.620612    0.019312     0.0188358  0.0186521    0.0186205
466.756    0.977561    0.727136  0.626722    0.605081    0.0198913    0.0194361  0.0192505    0.0192103
467.112    0.981958    0.718771  0.614327    0.603696    0.0189224    0.018422   0.0182195    0.0181988
467.468    0.979204    0.721807  0.617831    0.607284    0.0172152    0.0166708  0.0164458    0.0164228
467.824    0.986331    0.721877  0.615624    0.604       0.0182343    0.0177086  0.017493     0.0174692
468.18     0.979248    0.732068  0.630032    0.614858    0.0168514    0.0163004  0.0160674    0.0160325
468.536    0.981203    0.728474  0.618406    0.608515    0.017441     0.0168915  0.0166465    0.0166243
468.892    0.983833    0.723565  0.622589    0.601083    0.0190793    0.0185526  0.0183442    0.0182995
469.248    0.970231    0.718438  0.614682    0.59835     0.0167927    0.0162062  0.0159583    0.0159189
469.604    0.976196    0.717246  0.613865    0.600775    0.0204875    0.0199873  0.0197841    0.0197582
469.959    0.981323    0.722363  0.617644    0.602833    0.0172198    0.0166162  0.0163657    0.01633
470.315    0.973595    0.724936  0.610622    0.597222    0.020791     0.0203188  0.020098     0.0200719
470.671    0.973391    0.714114  0.608132    0.604812    0.018099     0.0175294  0.0172912    0.0172837
471.026    0.970151    0.707023  0.611509    0.589059    0.0207046    0.020209   0.0200261    0.0199829
471.382    0.970254    0.71001   0.613716    0.59264     0.0210491    0.020575   0.0203967    0.0203575
471.737    0.968568    0.712984  0.614225    0.599006    0.0185885    0.0180703  0.017866     0.0178343
472.093    0.968822    0.710105  0.605615    0.598174    0.0201389    0.0196687  0.0194756    0.0194617
472.448    0.970116    0.703651  0.607303    0.592787    0.0155067    0.014891   0.014662     0.0146272
472.804    0.968297    0.709208  0.604695    0.590033    0.0189691    0.0184998  0.0183071    0.0182799
473.159    0.973255    0.720827  0.607598    0.597694    0.0184649    0.0179991  0.0177862    0.0177674
473.514    0.977079    0.729548  0.619241    0.607002    0.0175303    0.0170476  0.0168281    0.0168035
473.87     0.963118    0.7057    0.604158    0.587655    0.0189995    0.0185463  0.0183645    0.0183348
474.225    0.956464    0.689945  0.587913    0.573259    0.0186255    0.0181724  0.0179959    0.0179704
474.58     0.969378    0.698395  0.599549    0.5852      0.0201158    0.0197087  0.019558     0.0195361
474.935    0.978571    0.716619  0.617044    0.599166    0.0166591    0.0161807  0.0159952    0.0159616
475.29     0.980316    0.722351  0.623303    0.610041    0.0186253    0.0181942  0.0180259    0.0180033
475.645    0.983717    0.714092  0.616263    0.598996    0.0184139    0.0179517  0.017781     0.0177507
476        0.977102    0.714506  0.606451    0.59076     0.0166717    0.0161731  0.0159635    0.0159328
476.355    0.985368    0.720366  0.616903    0.599926    0.0182984    0.0178322  0.0176468    0.0176162
476.71     0.970648    0.714861  0.612784    0.597734    0.0189672    0.0185311  0.0183542    0.018328
477.065    0.976789    0.696735  0.605217    0.582116    0.0193721    0.0189229  0.0187738    0.018736
477.42     0.969915    0.699233  0.590118    0.583714    0.0209756    0.0205935  0.0204375    0.0204283
477.775    0.985777    0.718609  0.610047    0.600117    0.0183512    0.0179176  0.0177383    0.0177218
478.13     0.961965    0.709056  0.609583    0.594509    0.0181364    0.0177204  0.0175542    0.0175288
478.485    0.977606    0.709066  0.604579    0.595813    0.0164174    0.0159286  0.0157343    0.0157178
478.839    0.969427    0.705271  0.598357    0.585324    0.0146494    0.014115   0.0138929    0.0138656
479.194    0.975075    0.692647  0.597487    0.579897    0.0201443    0.0197527  0.019619     0.0195942
479.549    0.962765    0.693085  0.594016    0.578233    0.0174886    0.0170751  0.0169207    0.016896
479.903    0.970207    0.714078  0.61336     0.595458    0.0167327    0.0163208  0.0161559    0.0161264
480.258    0.982793    0.720425  0.62238     0.603849    0.0177333    0.0173231  0.0171673    0.0171377
480.612    0.966483    0.69753   0.595368    0.585268    0.0176404    0.0172316  0.0170737    0.0170581
480.967    0.96655     0.696599  0.593706    0.576415    0.015953     0.0155162  0.0153464    0.0153177
481.321    0.982033    0.713688  0.605848    0.589968    0.0165782    0.0161657  0.015997     0.015972
481.675    0.985259    0.723761  0.614164    0.60484     0.0168498    0.0164401  0.0162654    0.0162504
482.03     0.982026    0.72341   0.617312    0.607575    0.0171302    0.0167151  0.0165418    0.0165258
482.384    0.977807    0.709569  0.605637    0.592109    0.018023     0.0176103  0.0174477    0.0174265
482.738    0.981434    0.699189  0.602687    0.589726    0.0188731    0.0184631  0.0183209    0.0183017
483.093    0.970786    0.705419  0.601154    0.582908    0.0179836    0.0175821  0.0174218    0.0173936
483.447    0.963987    0.692208  0.586487    0.573789    0.0204003    0.0200565  0.0199211    0.0199048
483.801    0.96539     0.686744  0.588327    0.570836    0.0178986    0.0175162  0.0173792    0.0173547
484.155    0.97635     0.705989  0.600002    0.583806    0.0184435    0.0180947  0.0179561    0.0179348
484.509    0.899397    0.629435  0.535946    0.524352    0.018504     0.0182047  0.0180999    0.0180869
484.863    0.846111    0.497538  0.419429    0.402835    0.0174685    0.0172845  0.017243     0.0172341
